frame,BrowHeight_L,BrowHeight_R,BrowSpeed_L,BrowSpeed_R,EAR_L,EAR_R,EARSpeed_L,EARSpeed_R,MouthWidth,LipGap,MouthArea,LipCornerLift_L,LipCornerLift_R,UpperLipHeight,LowerLipHeight,CheekWidth_L,CheekWidth_R,JawOpen
2010,0.40534218086402835,0.45421490782086754,-0.0005565328798201596,-0.0009321983668601486,0.5016574215350472,0.6348507280250967,0.0027818933813288926,0.001236618952858759,0.5624148820794299,0.07922052097495334,0.04455479996239939,-0.07321711450993222,-0.06640661808575389,0.43895592255064564,0.8651761149935793,0.6616928142944325,0.665230948292776,0.9442697251091751
2011,0.4050182591078707,0.45378350498022807,-0.0003239217561576413,-0.0004314028406394721,0.5037553621391079,0.6352386551169018,0.002097940604060655,0.0003879270918051292,0.5618260683278042,0.08087876515506034,0.04543979863827537,-0.07441157187501482,-0.06723513623281638,0.43863510741574663,0.8646267675098953,0.6622546321617507,0.6648993298242954,0.9453676115222128
2012,0.4048961663560906,0.4539610839064824,-0.0001220927517801007,0.00017757892625430705,0.5053329667397249,0.6352323940894645,0.0015776046006170663,-6.261027437282074e-06,0.5611506393901212,0.07975559125125015,0.04475490102557618,-0.07436084938967515,-0.0667532327454678,0.43966156616736857,0.864596707273028,0.6627201576007055,0.6647702532641472,0.944203641686603
2013,0.4051093553161997,0.45445777715151975,0.00021318896010907862,0.0004966932450373718,0.5066771237563564,0.6349575811921282,0.0013441570166314865,-0.0002748128973363295,0.5603173937640222,0.0772946435184914,0.043309533208200274,-0.07453034138186404,-0.06607138720780023,0.4412151214199599,0.8655514465343449,0.6632607955515986,0.6648502496127877,0.9426833427354864
2014,0.40549813032947296,0.45475024041113277,0.00038877501327327924,0.00029246325961301833,0.5077682504252518,0.6341260845769201,0.0010911266688953258,-0.0008314966152080938,0.5594532068280719,0.07272390574979908,0.040685622284787545,-0.07317429813232029,-0.06362600298242849,0.44527081832679466,0.8667883621825613,0.6641906657023909,0.6654856524125128,0.9393357417129617
2015,0.4063934936152943,0.4552212795402113,0.0008953632858213489,0.00047103912907853207,0.5110281342205384,0.6353008935444887,0.0032598837952866333,0.001174808967568608,0.5579802289896999,0.0763898048941634,0.042624000827323795,-0.07529605874650647,-0.06407092719621495,0.4488087238300978,0.863490587791366,0.6654950488441332,0.666300361192277,0.9397097013413013
2016,0.40740739856348246,0.4553894750618934,0.001013904948188149,0.00016819552168212404,0.5125307400438629,0.634763322055639,0.0015026058233245099,-0.0005375714888496974,0.5563003323527661,0.08429113837749454,0.046891188293793205,-0.07940526282038235,-0.06633625086941533,0.45463396494852093,0.8636745491347957,0.6672599495940685,0.6677254038175396,0.9478182841128688
2017,0.40890009030926666,0.4565424063895771,0.0014926917457842026,0.0011529313276836817,0.5128123726088057,0.6330120626113347,0.0002816325649428464,-0.0017512594443043206,0.5546398478804356,0.09114271211469263,0.05055137998270346,-0.08223295934246577,-0.06921767594666607,0.46366492854822544,0.8693284024932749,0.669318517594408,0.6698301969210614,0.9603547105881527
2018,0.4103574073283003,0.45834114208500804,0.0014573170190336215,0.0017987356954309308,0.5112727583348238,0.630617332732795,-0.0015396142739819707,-0.0023947298785397253,0.5533185544180665,0.08585547033465425,0.047505424734454085,-0.0767173597379998,-0.06462979960491654,0.4785754698918347,0.8774030510448143,0.6709576460031548,0.6724961511575115,0.963174608166827
2019,0.41169248657466995,0.46058948464435,0.0013350792463696637,0.002248342559341976,0.5078757208292118,0.6279558150229174,-0.003397037505611933,-0.0026615177098775478,0.5525035610394876,0.0803571700298132,0.04439762259652738,-0.07057428717311555,-0.05949087260045747,0.4909468444873995,0.8850599794252817,0.6727328918019976,0.6752115364278475,0.9653516755783551
2020,0.4123983866913872,0.4624991447114707,0.0007059001167172285,0.0019096600671206776,0.5029465084866471,0.6254390404949713,-0.004929212342564715,-0.002516774527946075,0.5526297479425005,0.07477602776066726,0.04132345737351897,-0.06459383058535441,-0.054232992118384026,0.5009592968777089,0.8914210206643152,0.6744761424156825,0.6778217543652919,0.9661456738431287
2021,0.4120114507925559,0.46321325361569293,-0.00038693589883126434,0.0007141089042222437,0.4953979457017479,0.622826168590606,-0.007548562784899238,-0.0026128719043653215,0.5545701806810087,0.0675883339406234,0.03748247456537987,-0.05867384475766596,-0.0500125354157566,0.5067197531885637,0.8990547692346791,0.6763452862305959,0.6802946187538498,0.9666091185829989
2022,0.41115266868280986,0.4633213820648401,-0.000858782109746048,0.00010812844914714903,0.4868337463183441,0.6196431899506818,-0.008564199383403803,-0.0031829786399242277,0.5577257580068011,0.05769357072358454,0.03217719046393018,-0.05267695867189072,-0.04731159440913957,0.5088709965427564,0.9089439363120354,0.6777359658167158,0.6822185458627973,0.9666215666377111
